year,country_name,hdi_category,indicator_name,references,values
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,,16.3
,Burundi,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,,0.8
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,,7.1
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,,11.2
,Chad,,GDP - billions dollar US 2005,,5.5
,Central African Republic,,GDP - billions dollar US 2005,,1.4
,Mozambique,,GDP - billions dollar US 2005,,6.6
,Mali,,GDP - billions dollar US 2005,,5.3
,Niger,,GDP - billions dollar US 2005,,3.4
,Guinea-Bissau,,GDP - billions dollar US 2005,,0.3
,Burkina Faso,,GDP - billions dollar US 2005,,5.2
,Sierra Leone,,GDP - billions dollar US 2005,,1.2
,Iceland,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,10.8
,Norway,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,191.5
,Australia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,646.3
,Canada,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"1,078.0"
,Ireland,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,160.1
,Sweden,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,293.5
,Switzerland,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,265.0
,Japan,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"3,995.1"
,Netherlands,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,533.4
,France,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"1,849.7"
,Finland,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,168.7
,United States,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"12,416.5"
,Spain,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"1,179.1"
,Denmark,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,184.0
,Austria,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,277.5
,United Kingdom,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"2,001.8"
,Belgium,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,336.6
,Luxembourg,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,27.5
,New Zealand,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,102.5
,Italy,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"1,672.0"
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,241.9
,Germany,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"2,429.6"
,Israel,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,179.1
,Greece,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,259.6
,Singapore,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,128.8
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"1,063.9"
,Slovenia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,44.6
,Cyprus,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,c,16.3
,Portugal,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,215.3
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Barbados,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,210.2
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,66.7
,Malta,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,7.7
,Qatar,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Hungary,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,180.4
,Poland,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,528.5
,Argentina,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,553.3
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,115.7
,Chile,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,196.0
,Bahrain,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,15.6
,Slovakia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,85.5
,Lithuania,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,49.5
,Estonia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,20.8
,Latvia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,31.4
,Uruguay,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,34.5
,Croatia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,57.9
,Costa Rica,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,44.1
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,e,5.3
,Seychelles,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,1.4
,Cuba,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Mexico,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"1,108.3"
,Bulgaria,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,69.9
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,0.6
,Tonga,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,0.8
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,1.0
,Oman,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,c,38.4
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,19.1
,Romania,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,196.0
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,363.2
,Panama,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,24.6
,Malaysia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,275.8
,Belarus,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,77.4
,Mauritius,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,15.8
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Russian Federation,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"1,552.0"
,Albania,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,16.6
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,14.6
,Brazil,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"1,566.3"
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,0.4
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,1.1
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,119.0
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,176.3
,Colombia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,333.1
,Ukraine,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,322.4
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,1.1
,Thailand,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,557.4
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,73.1
,Belize,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,2.1
,China,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"8,814.9"
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,0.8
,Armenia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,14.9
,Turkey,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,605.9
,Suriname,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,3.5
,Jordan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,30.3
,Peru,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,168.9
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,20.0
,Ecuador,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,57.4
,Philippines,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,426.7
,Tunisia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,84.0
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,5.1
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,0.8
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,543.8
,Paraguay,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,27.4
,Georgia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,15.1
,Guyana,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,3.4
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,42.1
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,90.2
,Maldives,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,11.4
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,2.9
,El Salvador,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,36.2
,Algeria,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,232.0
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,255.3
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,847.6
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,72.5
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,15.4
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,18.9
,Moldova,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,8.8
,Egypt,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,321.1
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,54.0
,Mongolia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,5.4
,Honduras,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,24.7
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,9.9
,Bolivia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,25.9
,Guatemala,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,57.6
,Gabon,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,9.6
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,520.9
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,8.8
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,0.3
,Botswana,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,21.9
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,15.4
,Morocco,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,137.4
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,3.8
,India,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,"3,779.0"
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,1.0
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,12.1
,Cambodia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,38.4
,Myanmar,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,1.2
,Ghana,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,54.8
,Pakistan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,369.2
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,6.9
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,6.0
,Congo,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,5.0
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,291.2
,Swaziland,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,5.5
,Nepal,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,42.1
,Madagascar,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,17.2
,Cameroon,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,37.5
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,15.1
,Haiti,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,14.2
,Sudan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,75.5
,Kenya,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,42.5
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,1.7
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,26.5
,Togo,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,9.3
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,19.5
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,41.9
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,2.9
,Senegal,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,20.9
,Eritrea,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,4.9
,Nigeria,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,148.3
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,28.5
,Guinea,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,21.8
,Rwanda,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,10.9
,Angola,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,37.2
,Benin,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,9.6
,Malawi,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,8.6
,Zambia,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,11.9
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,29.9
,Burundi,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,5.3
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,41.1
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,,75.1
,Chad,,GDP - PPP billions dollar US 2005,,13.9
,Central African Republic,,GDP - PPP billions dollar US 2005,,4.9
,Mozambique,,GDP - PPP billions dollar US 2005,,24.6
,Mali,,GDP - PPP billions dollar US 2005,,14.0
,Niger,,GDP - PPP billions dollar US 2005,,10.9
,Guinea-Bissau,,GDP - PPP billions dollar US 2005,,1.3
,Burkina Faso,,GDP - PPP billions dollar US 2005,,16.0
,Sierra Leone,,GDP - PPP billions dollar US 2005,,4.5
,Iceland,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"53,290"
,Norway,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"63,918"
,Australia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"36,032"
,Canada,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"34,484"
,Ireland,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"48,524"
,Sweden,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"39,637"
,Switzerland,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"49,351"
,Japan,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"35,484"
,Netherlands,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"38,248"
,France,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"34,936"
,Finland,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"36,820"
,United States,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"41,890"
,Spain,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"25,914"
,Denmark,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"47,769"
,Austria,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"37,175"
,United Kingdom,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"36,509"
,Belgium,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"35,389"
,Luxembourg,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"79,851"
,New Zealand,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"26,664"
,Italy,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"30,073"
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"25,592"
,Germany,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"33,890"
,Israel,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"17,828"
,Greece,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"20,282"
,Singapore,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"26,893"
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"16,309"
,Slovenia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"17,173"
,Cyprus,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,c,"20,841"
,Portugal,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"17,376"
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"17,121"
,Barbados,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"11,465"
,Czech Republic,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"12,152"
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"31,861"
,Malta,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"13,803"
,Qatar,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"52,240"
,Hungary,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"10,830"
,Poland,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"7,945"
,Argentina,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"4,728"
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"28,612"
,Chile,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"7,073"
,Bahrain,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"17,773"
,Slovakia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"8,616"
,Lithuania,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"7,505"
,Estonia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"9,733"
,Latvia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"6,879"
,Uruguay,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"4,848"
,Croatia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"8,666"
,Costa Rica,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"4,627"
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,e,"17,497"
,Seychelles,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"8,209"
,Cuba,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,..
,Mexico,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"7,454"
,Bulgaria,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,443"
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"9,438"
,Tonga,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,090"
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"6,621"
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"10,578"
,Oman,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,c,"9,584"
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"11,000"
,Romania,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"4,556"
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"13,399"
,Panama,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"4,786"
,Malaysia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"5,142"
,Belarus,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,024"
,Mauritius,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"5,059"
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,546"
,Russian Federation,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"5,336"
,Albania,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,678"
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,835"
,Brazil,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,,"4,271"
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,938"
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"5,007"
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,772"
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"5,275"
,Colombia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,682"
,Ukraine,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,761"
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,184"
,Thailand,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,750"
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,317"
,Belize,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,786"
,China,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,713"
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"4,451"
,Armenia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,625"
,Turkey,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"5,030"
,Suriname,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,986"
,Jordan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,323"
,Peru,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,838"
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"6,135"
,Ecuador,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,758"
,Philippines,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,192"
,Tunisia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,860"
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,219"
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,612"
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,781"
,Paraguay,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,242"
,Georgia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,429"
,Guyana,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,048"
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,498"
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,196"
,Maldives,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,326"
,Jamaica,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,607"
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,940"
,El Salvador,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"2,467"
,Algeria,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"3,112"
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,631
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,107"
,Indonesia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,302"
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,,"1,382"
